Opcio,Steps,stiter,k,lamb,profits,execution time
2,10000,51,21,1.0E-6,79552,0.443
2,10000,51,21,9.999999999999999E-6,71494,0.448
2,10000,51,21,9.999999999999999E-5,64214,0.464
2,10000,51,21,0.001,71970,0.445
2,10000,101,1,1.0E-7,50790,0.459
2,10000,101,1,1.0E-6,70538,0.461
2,10000,101,1,9.999999999999999E-6,71502,0.449
2,10000,101,1,9.999999999999999E-5,72176,0.48
2,10000,101,1,0.001,70046,0.464
2,10000,101,11,1.0E-7,60500,0.451
2,10000,101,11,1.0E-6,66056,0.469
2,10000,101,11,9.999999999999999E-6,72310,0.455
2,10000,101,11,9.999999999999999E-5,81008,0.448
2,10000,101,11,0.001,59580,0.478
2,10000,101,21,1.0E-7,79826,0.441
2,10000,101,21,1.0E-6,72646,0.456
2,10000,101,21,9.999999999999999E-6,36810,0.44
2,10000,101,21,9.999999999999999E-5,58628,0.454
2,10000,101,21,0.001,60180,0.45
2,10000,151,1,1.0E-7,82348,0.469
2,10000,151,1,1.0E-6,69112,0.459
2,10000,151,1,9.999999999999999E-6,62486,0.425
2,10000,151,1,9.999999999999999E-5,66058,0.442
2,10000,151,1,0.001,69580,0.433
2,10000,151,11,1.0E-7,65616,0.405
2,10000,151,11,1.0E-6,65964,0.454
2,10000,151,11,9.999999999999999E-6,74096,0.454
2,10000,151,11,9.999999999999999E-5,72804,0.429
2,10000,151,11,0.001,62946,0.446
2,10000,151,21,1.0E-7,71676,0.438
2,10000,151,21,1.0E-6,49892,0.476
2,10000,151,21,9.999999999999999E-6,75416,0.461
2,10000,151,21,9.999999999999999E-5,81070,0.433
2,10000,151,21,0.001,50262,0.436
2,10000,201,1,1.0E-7,75394,0.464
2,10000,201,1,1.0E-6,68230,0.435
2,10000,201,1,9.999999999999999E-6,78324,0.445
2,10000,201,1,9.999999999999999E-5,60538,0.452
2,10000,201,1,0.001,70136,0.435
2,10000,201,11,1.0E-7,78272,0.417
2,10000,201,11,1.0E-6,40246,0.44
2,10000,201,11,9.999999999999999E-6,56972,0.429
2,10000,201,11,9.999999999999999E-5,70868,0.404
2,10000,201,11,0.001,83060,0.442
2,10000,201,21,1.0E-7,56698,0.49
2,10000,201,21,1.0E-6,58468,0.444
2,10000,201,21,9.999999999999999E-6,74926,0.431
2,10000,201,21,9.999999999999999E-5,45688,0.457
2,10000,201,21,0.001,83690,0.433
2,10000,251,1,1.0E-7,77606,0.439
2,10000,251,1,1.0E-6,41336,0.464
2,10000,251,1,9.999999999999999E-6,72526,0.479
2,10000,251,1,9.999999999999999E-5,69090,0.459
2,10000,251,1,0.001,71596,0.426
2,10000,251,11,1.0E-7,77266,0.43
2,10000,251,11,1.0E-6,76124,0.418
2,10000,251,11,9.999999999999999E-6,69770,0.426
2,10000,251,11,9.999999999999999E-5,76058,0.439
2,10000,251,11,0.001,74868,0.459
2,10000,251,21,1.0E-7,75678,0.438
2,10000,251,21,1.0E-6,67640,0.453
2,10000,251,21,9.999999999999999E-6,57660,0.465
2,10000,251,21,9.999999999999999E-5,78482,0.439
2,10000,251,21,0.001,96630,0.423
3,1000,1,1,1.0E-7,71662,0.045
3,1000,1,1,1.0E-6,74408,0.046
3,1000,1,1,9.999999999999999E-6,72388,0.042
3,1000,1,1,9.999999999999999E-5,77554,0.045
3,1000,1,1,0.001,74000,0.045
3,1000,1,11,1.0E-7,53030,0.047
3,1000,1,11,1.0E-6,69406,0.049
3,1000,1,11,9.999999999999999E-6,66526,0.046
3,1000,1,11,9.999999999999999E-5,69812,0.044
3,1000,1,11,0.001,76548,0.047
3,1000,1,21,1.0E-7,69682,0.05
3,1000,1,21,1.0E-6,58970,0.047
3,1000,1,21,9.999999999999999E-6,68482,0.044
3,1000,1,21,9.999999999999999E-5,67304,0.045
3,1000,1,21,0.001,66448,0.05
3,1000,51,1,1.0E-7,72594,0.047
3,1000,51,1,1.0E-6,73760,0.05
3,1000,51,1,9.999999999999999E-6,59742,0.045
3,1000,51,1,9.999999999999999E-5,63326,0.047
3,1000,51,1,0.001,79714,0.049
3,1000,51,11,1.0E-7,78774,0.048
3,1000,51,11,1.0E-6,76956,0.045
3,1000,51,11,9.999999999999999E-6,79498,0.044
3,1000,51,11,9.999999999999999E-5,74242,0.044
3,1000,51,11,0.001,78972,0.047
3,1000,51,21,1.0E-7,74526,0.047
3,1000,51,21,1.0E-6,79508,0.045
3,1000,51,21,9.999999999999999E-6,74136,0.044
3,1000,51,21,9.999999999999999E-5,72330,0.042
3,1000,51,21,0.001,66148,0.044
3,1000,101,1,1.0E-7,68616,0.046
3,1000,101,1,1.0E-6,76542,0.041
3,1000,101,1,9.999999999999999E-6,72026,0.043
3,1000,101,1,9.999999999999999E-5,76544,0.046
3,1000,101,1,0.001,63438,0.045
3,1000,101,11,1.0E-7,63802,0.042
3,1000,101,11,1.0E-6,77802,0.046
3,1000,101,11,9.999999999999999E-6,66920,0.042
3,1000,101,11,9.999999999999999E-5,71092,0.042
3,1000,101,11,0.001,61240,0.045
3,1000,101,21,1.0E-7,75378,0.043
3,1000,101,21,1.0E-6,72886,0.046
3,1000,101,21,9.999999999999999E-6,70144,0.043
3,1000,101,21,9.999999999999999E-5,74436,0.042
3,1000,101,21,0.001,68110,0.044
3,1000,151,1,1.0E-7,74752,0.043
3,1000,151,1,1.0E-6,67274,0.044
3,1000,151,1,9.999999999999999E-6,82892,0.042
3,1000,151,1,9.999999999999999E-5,63034,0.046
3,1000,151,1,0.001,77076,0.042
3,1000,151,11,1.0E-7,72168,0.043
3,1000,151,11,1.0E-6,67030,0.045
3,1000,151,11,9.999999999999999E-6,69942,0.042
3,1000,151,11,9.999999999999999E-5,72218,0.043
3,1000,151,11,0.001,70666,0.043
3,1000,151,21,1.0E-7,70004,0.044
3,1000,151,21,1.0E-6,69756,0.043
3,1000,151,21,9.999999999999999E-6,73118,0.043
3,1000,151,21,9.999999999999999E-5,75502,0.046
3,1000,151,21,0.001,66724,0.045
3,1000,201,1,1.0E-7,77374,0.043
3,1000,201,1,1.0E-6,66542,0.045
3,1000,201,1,9.999999999999999E-6,67328,0.041
3,1000,201,1,9.999999999999999E-5,69532,0.044
3,1000,201,1,0.001,77018,0.044
3,1000,201,11,1.0E-7,63298,0.048
3,1000,201,11,1.0E-6,70348,0.048
3,1000,201,11,9.999999999999999E-6,67448,0.048
3,1000,201,11,9.999999999999999E-5,67308,0.044
3,1000,201,11,0.001,72070,0.047
3,1000,201,21,1.0E-7,87850,0.046
3,1000,201,21,1.0E-6,80288,0.044
3,1000,201,21,9.999999999999999E-6,66594,0.043
3,1000,201,21,9.999999999999999E-5,76052,0.042
3,1000,201,21,0.001,74414,0.046
3,1000,251,1,1.0E-7,42346,0.043
3,1000,251,1,1.0E-6,68108,0.045
3,1000,251,1,9.999999999999999E-6,73538,0.044
3,1000,251,1,9.999999999999999E-5,69550,0.045
3,1000,251,1,0.001,74170,0.046
3,1000,251,11,1.0E-7,75712,0.042
3,1000,251,11,1.0E-6,71004,0.048
3,1000,251,11,9.999999999999999E-6,73750,0.043
3,1000,251,11,9.999999999999999E-5,78488,0.043
3,1000,251,11,0.001,76870,0.046
3,1000,251,21,1.0E-7,81110,0.044
3,1000,251,21,1.0E-6,69750,0.047
3,1000,251,21,9.999999999999999E-6,65096,0.042
3,1000,251,21,9.999999999999999E-5,80272,0.043
3,1000,251,21,0.001,74164,0.047
3,2000,1,1,1.0E-7,71776,0.085
3,2000,1,1,1.0E-6,70092,0.083
3,2000,1,1,9.999999999999999E-6,75416,0.091
3,2000,1,1,9.999999999999999E-5,73656,0.086
3,2000,1,1,0.001,50900,0.089
3,2000,1,11,1.0E-7,72166,0.09
3,2000,1,11,1.0E-6,77280,0.084
3,2000,1,11,9.999999999999999E-6,60606,0.09
3,2000,1,11,9.999999999999999E-5,78830,0.09
3,2000,1,11,0.001,70750,0.083
3,2000,1,21,1.0E-7,72936,0.085
3,2000,1,21,1.0E-6,68856,0.09
3,2000,1,21,9.999999999999999E-6,44342,0.086
3,2000,1,21,9.999999999999999E-5,70284,0.084
3,2000,1,21,0.001,70840,0.091
3,2000,51,1,1.0E-7,51608,0.082
3,2000,51,1,1.0E-6,56350,0.085
3,2000,51,1,9.999999999999999E-6,69096,0.088
3,2000,51,1,9.999999999999999E-5,77926,0.085
3,2000,51,1,0.001,77086,0.084
3,2000,51,11,1.0E-7,71160,0.087
3,2000,51,11,1.0E-6,76186,0.089
3,2000,51,11,9.999999999999999E-6,69178,0.084
3,2000,51,11,9.999999999999999E-5,69644,0.088
3,2000,51,11,0.001,68950,0.092
3,2000,51,21,1.0E-7,75502,0.089
3,2000,51,21,1.0E-6,66650,0.095
3,2000,51,21,9.999999999999999E-6,65688,0.087
3,2000,51,21,9.999999999999999E-5,72438,0.085
3,2000,51,21,0.001,76192,0.087
3,2000,101,1,1.0E-7,78178,0.083
3,2000,101,1,1.0E-6,62712,0.087
3,2000,101,1,9.999999999999999E-6,48968,0.092
3,2000,101,1,9.999999999999999E-5,73136,0.089
3,2000,101,1,0.001,53770,0.084
3,2000,101,11,1.0E-7,56688,0.082
3,2000,101,11,1.0E-6,76922,0.089
3,2000,101,11,9.999999999999999E-6,70364,0.083
3,2000,101,11,9.999999999999999E-5,62144,0.086
3,2000,101,11,0.001,68884,0.087
3,2000,101,21,1.0E-7,58350,0.083
3,2000,101,21,1.0E-6,67194,0.091
3,2000,101,21,9.999999999999999E-6,71986,0.091
3,2000,101,21,9.999999999999999E-5,76738,0.086
3,2000,101,21,0.001,65226,0.092
3,2000,151,1,1.0E-7,77756,0.089
3,2000,151,1,1.0E-6,75962,0.086
3,2000,151,1,9.999999999999999E-6,61104,0.086
3,2000,151,1,9.999999999999999E-5,73812,0.087
3,2000,151,1,0.001,71046,0.087
3,2000,151,11,1.0E-7,75042,0.086
3,2000,151,11,1.0E-6,60912,0.084
3,2000,151,11,9.999999999999999E-6,75924,0.083
3,2000,151,11,9.999999999999999E-5,80502,0.086
3,2000,151,11,0.001,68998,0.089
3,2000,151,21,1.0E-7,72762,0.087
3,2000,151,21,1.0E-6,72754,0.088
3,2000,151,21,9.999999999999999E-6,63742,0.088
3,2000,151,21,9.999999999999999E-5,71976,0.089
3,2000,151,21,0.001,65848,0.09
3,2000,201,1,1.0E-7,75508,0.087
3,2000,201,1,1.0E-6,75208,0.086
3,2000,201,1,9.999999999999999E-6,64158,0.088
3,2000,201,1,9.999999999999999E-5,76284,0.089
3,2000,201,1,0.001,68214,0.087
3,2000,201,11,1.0E-7,69934,0.087
3,2000,201,11,1.0E-6,71208,0.082
3,2000,201,11,9.999999999999999E-6,69344,0.087
3,2000,201,11,9.999999999999999E-5,76140,0.087
3,2000,201,11,0.001,66004,0.088
3,2000,201,21,1.0E-7,45774,0.091
3,2000,201,21,1.0E-6,78022,0.086
3,2000,201,21,9.999999999999999E-6,75674,0.089
3,2000,201,21,9.999999999999999E-5,77898,0.085
3,2000,201,21,0.001,53798,0.09
3,2000,251,1,1.0E-7,71000,0.088
3,2000,251,1,1.0E-6,68744,0.085
3,2000,251,1,9.999999999999999E-6,71682,0.088
3,2000,251,1,9.999999999999999E-5,66756,0.088
3,2000,251,1,0.001,71166,0.089
3,2000,251,11,1.0E-7,62412,0.091
3,2000,251,11,1.0E-6,70092,0.088
3,2000,251,11,9.999999999999999E-6,69876,0.088
3,2000,251,11,9.999999999999999E-5,79262,0.093
3,2000,251,11,0.001,66686,0.091
3,2000,251,21,1.0E-7,68860,0.085
3,2000,251,21,1.0E-6,78578,0.089
3,2000,251,21,9.999999999999999E-6,66716,0.089
3,2000,251,21,9.999999999999999E-5,74894,0.091
3,2000,251,21,0.001,76130,0.092
3,3000,1,1,1.0E-7,73792,0.137
3,3000,1,1,1.0E-6,72036,0.14
3,3000,1,1,9.999999999999999E-6,75370,0.128
3,3000,1,1,9.999999999999999E-5,79482,0.129
3,3000,1,1,0.001,75222,0.138
3,3000,1,11,1.0E-7,57052,0.136
3,3000,1,11,1.0E-6,69266,0.135
3,3000,1,11,9.999999999999999E-6,78982,0.136
3,3000,1,11,9.999999999999999E-5,64178,0.134
3,3000,1,11,0.001,73986,0.142
3,3000,1,21,1.0E-7,74052,0.133
3,3000,1,21,1.0E-6,67026,0.132
3,3000,1,21,9.999999999999999E-6,57736,0.133
3,3000,1,21,9.999999999999999E-5,68188,0.13
3,3000,1,21,0.001,81646,0.138
3,3000,51,1,1.0E-7,73026,0.123
3,3000,51,1,1.0E-6,74746,0.138
3,3000,51,1,9.999999999999999E-6,64894,0.131
3,3000,51,1,9.999999999999999E-5,74600,0.125
3,3000,51,1,0.001,76970,0.129
3,3000,51,11,1.0E-7,70164,0.131
3,3000,51,11,1.0E-6,64458,0.134
3,3000,51,11,9.999999999999999E-6,63526,0.123
3,3000,51,11,9.999999999999999E-5,63884,0.122
3,3000,51,11,0.001,74454,0.132
3,3000,51,21,1.0E-7,73528,0.125
3,3000,51,21,1.0E-6,71386,0.124
3,3000,51,21,9.999999999999999E-6,78622,0.131
3,3000,51,21,9.999999999999999E-5,78684,0.131
3,3000,51,21,0.001,69792,0.126
3,3000,101,1,1.0E-7,72404,0.133
3,3000,101,1,1.0E-6,69730,0.137
3,3000,101,1,9.999999999999999E-6,79584,0.131
3,3000,101,1,9.999999999999999E-5,71682,0.129
3,3000,101,1,0.001,80004,0.134
3,3000,101,11,1.0E-7,64484,0.128
3,3000,101,11,1.0E-6,76664,0.126
3,3000,101,11,9.999999999999999E-6,78004,0.131
3,3000,101,11,9.999999999999999E-5,68794,0.136
3,3000,101,11,0.001,64216,0.143
3,3000,101,21,1.0E-7,75908,0.124
3,3000,101,21,1.0E-6,73682,0.132
3,3000,101,21,9.999999999999999E-6,76816,0.13
3,3000,101,21,9.999999999999999E-5,72646,0.123
3,3000,101,21,0.001,68544,0.135
3,3000,151,1,1.0E-7,75560,0.137
3,3000,151,1,1.0E-6,75436,0.142
3,3000,151,1,9.999999999999999E-6,71154,0.136
3,3000,151,1,9.999999999999999E-5,61836,0.135
3,3000,151,1,0.001,68678,0.14
3,3000,151,11,1.0E-7,68460,0.137
3,3000,151,11,1.0E-6,66292,0.166
3,3000,151,11,9.999999999999999E-6,74818,0.165
3,3000,151,11,9.999999999999999E-5,78460,0.133
3,3000,151,11,0.001,81632,0.136
3,3000,151,21,1.0E-7,66276,0.134
3,3000,151,21,1.0E-6,78378,0.129
3,3000,151,21,9.999999999999999E-6,73804,0.13
3,3000,151,21,9.999999999999999E-5,80414,0.129
3,3000,151,21,0.001,68782,0.133
3,3000,201,1,1.0E-7,70834,0.135
3,3000,201,1,1.0E-6,79742,0.143
3,3000,201,1,9.999999999999999E-6,60176,0.134
3,3000,201,1,9.999999999999999E-5,69156,0.135
3,3000,201,1,0.001,74896,0.129
3,3000,201,11,1.0E-7,72968,0.133
3,3000,201,11,1.0E-6,73436,0.129
3,3000,201,11,9.999999999999999E-6,74622,0.124
3,3000,201,11,9.999999999999999E-5,72882,0.138
3,3000,201,11,0.001,56826,0.142
3,3000,201,21,1.0E-7,72128,0.139
3,3000,201,21,1.0E-6,75684,0.13
3,3000,201,21,9.999999999999999E-6,72308,0.129
3,3000,201,21,9.999999999999999E-5,67834,0.128
3,3000,201,21,0.001,76128,0.128
3,3000,251,1,1.0E-7,80118,0.134
3,3000,251,1,1.0E-6,76722,0.128
3,3000,251,1,9.999999999999999E-6,67744,0.132
3,3000,251,1,9.999999999999999E-5,65596,0.127
3,3000,251,1,0.001,70584,0.127
3,3000,251,11,1.0E-7,65696,0.127
3,3000,251,11,1.0E-6,72052,0.129
3,3000,251,11,9.999999999999999E-6,68628,0.131
3,3000,251,11,9.999999999999999E-5,70168,0.141
3,3000,251,11,0.001,68144,0.134
3,3000,251,21,1.0E-7,77508,0.139
3,3000,251,21,1.0E-6,58634,0.137
3,3000,251,21,9.999999999999999E-6,70270,0.136
3,3000,251,21,9.999999999999999E-5,60046,0.128
3,3000,251,21,0.001,52270,0.128
3,4000,1,1,1.0E-7,75054,0.169
3,4000,1,1,1.0E-6,59980,0.177
3,4000,1,1,9.999999999999999E-6,72060,0.186
3,4000,1,1,9.999999999999999E-5,67206,0.173
3,4000,1,1,0.001,75992,0.173
3,4000,1,11,1.0E-7,80592,0.17
3,4000,1,11,1.0E-6,69634,0.16
3,4000,1,11,9.999999999999999E-6,65666,0.174
3,4000,1,11,9.999999999999999E-5,74832,0.181
3,4000,1,11,0.001,48660,0.171
3,4000,1,21,1.0E-7,69750,0.173
3,4000,1,21,1.0E-6,72616,0.175
3,4000,1,21,9.999999999999999E-6,74960,0.169
3,4000,1,21,9.999999999999999E-5,71846,0.176
3,4000,1,21,0.001,70254,0.176
3,4000,51,1,1.0E-7,72410,0.168
3,4000,51,1,1.0E-6,69854,0.173
3,4000,51,1,9.999999999999999E-6,70970,0.17
3,4000,51,1,9.999999999999999E-5,73754,0.173
3,4000,51,1,0.001,70226,0.18
3,4000,51,11,1.0E-7,62682,0.179
3,4000,51,11,1.0E-6,72144,0.168
3,4000,51,11,9.999999999999999E-6,70990,0.168
3,4000,51,11,9.999999999999999E-5,75958,0.178
3,4000,51,11,0.001,80522,0.171
3,4000,51,21,1.0E-7,77310,0.164
3,4000,51,21,1.0E-6,70298,0.172
3,4000,51,21,9.999999999999999E-6,70550,0.175
3,4000,51,21,9.999999999999999E-5,62484,0.18
3,4000,51,21,0.001,82906,0.175
3,4000,101,1,1.0E-7,67862,0.177
3,4000,101,1,1.0E-6,69932,0.174
3,4000,101,1,9.999999999999999E-6,69368,0.174
3,4000,101,1,9.999999999999999E-5,60850,0.182
3,4000,101,1,0.001,50110,0.173
3,4000,101,11,1.0E-7,63984,0.175
3,4000,101,11,1.0E-6,71530,0.166
3,4000,101,11,9.999999999999999E-6,77764,0.181
3,4000,101,11,9.999999999999999E-5,68054,0.174
3,4000,101,11,0.001,69544,0.173
3,4000,101,21,1.0E-7,73944,0.171
3,4000,101,21,1.0E-6,71658,0.177
3,4000,101,21,9.999999999999999E-6,66090,0.174
3,4000,101,21,9.999999999999999E-5,70748,0.184
3,4000,101,21,0.001,67490,0.183
3,4000,151,1,1.0E-7,80366,0.176
3,4000,151,1,1.0E-6,66012,0.18
3,4000,151,1,9.999999999999999E-6,67008,0.188
3,4000,151,1,9.999999999999999E-5,77492,0.173
3,4000,151,1,0.001,66828,0.179
3,4000,151,11,1.0E-7,73072,0.172
3,4000,151,11,1.0E-6,64188,0.185
3,4000,151,11,9.999999999999999E-6,70534,0.176
3,4000,151,11,9.999999999999999E-5,79312,0.179
3,4000,151,11,0.001,76926,0.178
3,4000,151,21,1.0E-7,63890,0.184
3,4000,151,21,1.0E-6,79186,0.181
3,4000,151,21,9.999999999999999E-6,68054,0.188
3,4000,151,21,9.999999999999999E-5,74676,0.175
3,4000,151,21,0.001,77546,0.176
3,4000,201,1,1.0E-7,70282,0.175
3,4000,201,1,1.0E-6,74680,0.183
3,4000,201,1,9.999999999999999E-6,71718,0.177
3,4000,201,1,9.999999999999999E-5,71552,0.183
3,4000,201,1,0.001,78520,0.182
3,4000,201,11,1.0E-7,48542,0.173
3,4000,201,11,1.0E-6,79774,0.167
3,4000,201,11,9.999999999999999E-6,72642,0.174
3,4000,201,11,9.999999999999999E-5,71182,0.168
3,4000,201,11,0.001,74448,0.181
3,4000,201,21,1.0E-7,75608,0.161
3,4000,201,21,1.0E-6,72708,0.169
3,4000,201,21,9.999999999999999E-6,65810,0.173
3,4000,201,21,9.999999999999999E-5,69450,0.172
3,4000,201,21,0.001,70018,0.18
3,4000,251,1,1.0E-7,81084,0.169
3,4000,251,1,1.0E-6,74488,0.185
3,4000,251,1,9.999999999999999E-6,72962,0.178
3,4000,251,1,9.999999999999999E-5,74762,0.169
3,4000,251,1,0.001,79974,0.174
3,4000,251,11,1.0E-7,79776,0.172
3,4000,251,11,1.0E-6,75076,0.179
3,4000,251,11,9.999999999999999E-6,71370,0.19
3,4000,251,11,9.999999999999999E-5,77326,0.189
3,4000,251,11,0.001,70994,0.176
3,4000,251,21,1.0E-7,63950,0.178
3,4000,251,21,1.0E-6,75364,0.177
3,4000,251,21,9.999999999999999E-6,65746,0.18
3,4000,251,21,9.999999999999999E-5,62892,0.178
3,4000,251,21,0.001,84598,0.177
3,5000,1,1,1.0E-7,74524,0.221
3,5000,1,1,1.0E-6,70166,0.223
3,5000,1,1,9.999999999999999E-6,64496,0.218
3,5000,1,1,9.999999999999999E-5,63022,0.221
3,5000,1,1,0.001,62204,0.234
3,5000,1,11,1.0E-7,64274,0.214
3,5000,1,11,1.0E-6,80112,0.203
3,5000,1,11,9.999999999999999E-6,78584,0.212
3,5000,1,11,9.999999999999999E-5,64450,0.223
3,5000,1,11,0.001,80652,0.219
3,5000,1,21,1.0E-7,67528,0.22
3,5000,1,21,1.0E-6,47928,0.227
3,5000,1,21,9.999999999999999E-6,69568,0.222
3,5000,1,21,9.999999999999999E-5,80218,0.216
3,5000,1,21,0.001,65954,0.217
3,5000,51,1,1.0E-7,72518,0.21
3,5000,51,1,1.0E-6,73706,0.214
3,5000,51,1,9.999999999999999E-6,77192,0.206
3,5000,51,1,9.999999999999999E-5,77598,0.205
3,5000,51,1,0.001,66544,0.215
3,5000,51,11,1.0E-7,81236,0.22
3,5000,51,11,1.0E-6,70204,0.224
3,5000,51,11,9.999999999999999E-6,59580,0.216
3,5000,51,11,9.999999999999999E-5,56096,0.231
3,5000,51,11,0.001,75252,0.228
3,5000,51,21,1.0E-7,62806,0.214
3,5000,51,21,1.0E-6,71888,0.228
3,5000,51,21,9.999999999999999E-6,64232,0.209
3,5000,51,21,9.999999999999999E-5,78688,0.219
3,5000,51,21,0.001,59628,0.217
3,5000,101,1,1.0E-7,76838,0.23
3,5000,101,1,1.0E-6,70812,0.208
3,5000,101,1,9.999999999999999E-6,79620,0.207
3,5000,101,1,9.999999999999999E-5,76292,0.223
3,5000,101,1,0.001,71732,0.219
3,5000,101,11,1.0E-7,76992,0.228
3,5000,101,11,1.0E-6,76978,0.214
3,5000,101,11,9.999999999999999E-6,77632,0.217
3,5000,101,11,9.999999999999999E-5,73938,0.216
3,5000,101,11,0.001,61192,0.207
3,5000,101,21,1.0E-7,78236,0.225
3,5000,101,21,1.0E-6,65986,0.222
3,5000,101,21,9.999999999999999E-6,75956,0.213
3,5000,101,21,9.999999999999999E-5,74418,0.213
3,5000,101,21,0.001,75486,0.221
3,5000,151,1,1.0E-7,71074,0.21
3,5000,151,1,1.0E-6,65548,0.221
3,5000,151,1,9.999999999999999E-6,73100,0.227
3,5000,151,1,9.999999999999999E-5,75956,0.218
3,5000,151,1,0.001,73146,0.217
3,5000,151,11,1.0E-7,70346,0.216
3,5000,151,11,1.0E-6,71798,0.225
3,5000,151,11,9.999999999999999E-6,61470,0.23
3,5000,151,11,9.999999999999999E-5,71630,0.217
3,5000,151,11,0.001,67848,0.219
3,5000,151,21,1.0E-7,65394,0.211
3,5000,151,21,1.0E-6,57188,0.219
3,5000,151,21,9.999999999999999E-6,70134,0.212
3,5000,151,21,9.999999999999999E-5,78114,0.214
3,5000,151,21,0.001,74750,0.21
3,5000,201,1,1.0E-7,69206,0.221
3,5000,201,1,1.0E-6,66146,0.213
3,5000,201,1,9.999999999999999E-6,76226,0.229
3,5000,201,1,9.999999999999999E-5,71576,0.232
3,5000,201,1,0.001,63914,0.227
3,5000,201,11,1.0E-7,82442,0.213
3,5000,201,11,1.0E-6,72298,0.215
3,5000,201,11,9.999999999999999E-6,60030,0.21
3,5000,201,11,9.999999999999999E-5,72262,0.228
3,5000,201,11,0.001,72398,0.207
3,5000,201,21,1.0E-7,68278,0.229
3,5000,201,21,1.0E-6,67912,0.222
3,5000,201,21,9.999999999999999E-6,79832,0.212
3,5000,201,21,9.999999999999999E-5,69886,0.22
3,5000,201,21,0.001,74784,0.22
3,5000,251,1,1.0E-7,64632,0.225
3,5000,251,1,1.0E-6,84014,0.217
3,5000,251,1,9.999999999999999E-6,74572,0.215
3,5000,251,1,9.999999999999999E-5,77222,0.218
3,5000,251,1,0.001,77252,0.22
3,5000,251,11,1.0E-7,77874,0.219
3,5000,251,11,1.0E-6,73544,0.216
3,5000,251,11,9.999999999999999E-6,73436,0.218
3,5000,251,11,9.999999999999999E-5,68020,0.215
3,5000,251,11,0.001,64572,0.214
3,5000,251,21,1.0E-7,80626,0.202
3,5000,251,21,1.0E-6,73518,0.23
3,5000,251,21,9.999999999999999E-6,73818,0.214
3,5000,251,21,9.999999999999999E-5,74166,0.227
3,5000,251,21,0.001,75446,0.226
3,6000,1,1,1.0E-7,57454,0.271
3,6000,1,1,1.0E-6,71640,0.269
3,6000,1,1,9.999999999999999E-6,79860,0.252
3,6000,1,1,9.999999999999999E-5,74332,0.276
3,6000,1,1,0.001,75586,0.282
3,6000,1,11,1.0E-7,76412,0.272
3,6000,1,11,1.0E-6,77052,0.267
3,6000,1,11,9.999999999999999E-6,64636,0.269
3,6000,1,11,9.999999999999999E-5,63864,0.254
3,6000,1,11,0.001,68478,0.245
3,6000,1,21,1.0E-7,73244,0.268
3,6000,1,21,1.0E-6,73238,0.262
3,6000,1,21,9.999999999999999E-6,73648,0.265
3,6000,1,21,9.999999999999999E-5,60706,0.263
3,6000,1,21,0.001,74040,0.268
3,6000,51,1,1.0E-7,66286,0.258
3,6000,51,1,1.0E-6,73186,0.264
3,6000,51,1,9.999999999999999E-6,63732,0.27
3,6000,51,1,9.999999999999999E-5,65700,0.264
3,6000,51,1,0.001,72764,0.247
3,6000,51,11,1.0E-7,66602,0.263
3,6000,51,11,1.0E-6,70510,0.258
3,6000,51,11,9.999999999999999E-6,74290,0.27
3,6000,51,11,9.999999999999999E-5,74394,0.272
3,6000,51,11,0.001,69674,0.266
3,6000,51,21,1.0E-7,78806,0.26
3,6000,51,21,1.0E-6,68740,0.266
3,6000,51,21,9.999999999999999E-6,73662,0.263
3,6000,51,21,9.999999999999999E-5,77870,0.279
3,6000,51,21,0.001,72350,0.275
3,6000,101,1,1.0E-7,74634,0.274
3,6000,101,1,1.0E-6,70872,0.291
3,6000,101,1,9.999999999999999E-6,71420,0.274
3,6000,101,1,9.999999999999999E-5,70130,0.258
3,6000,101,1,0.001,72140,0.271
3,6000,101,11,1.0E-7,72662,0.282
3,6000,101,11,1.0E-6,77518,0.267
3,6000,101,11,9.999999999999999E-6,79236,0.268
3,6000,101,11,9.999999999999999E-5,69364,0.282
3,6000,101,11,0.001,72240,0.271
3,6000,101,21,1.0E-7,71116,0.282
3,6000,101,21,1.0E-6,68360,0.269
3,6000,101,21,9.999999999999999E-6,75480,0.273
3,6000,101,21,9.999999999999999E-5,72952,0.277
3,6000,101,21,0.001,57652,0.278
3,6000,151,1,1.0E-7,75678,0.264
3,6000,151,1,1.0E-6,62004,0.279
3,6000,151,1,9.999999999999999E-6,68510,0.268
3,6000,151,1,9.999999999999999E-5,80646,0.252
3,6000,151,1,0.001,68966,0.283
3,6000,151,11,1.0E-7,76540,0.273
3,6000,151,11,1.0E-6,71244,0.28
3,6000,151,11,9.999999999999999E-6,69040,0.256
3,6000,151,11,9.999999999999999E-5,57700,0.246
3,6000,151,11,0.001,74452,0.264
3,6000,151,21,1.0E-7,69486,0.28
3,6000,151,21,1.0E-6,78734,0.259
3,6000,151,21,9.999999999999999E-6,66360,0.254
3,6000,151,21,9.999999999999999E-5,60294,0.261
3,6000,151,21,0.001,69336,0.254
3,6000,201,1,1.0E-7,67136,0.265
3,6000,201,1,1.0E-6,79726,0.259
3,6000,201,1,9.999999999999999E-6,71906,0.259
3,6000,201,1,9.999999999999999E-5,78818,0.244
3,6000,201,1,0.001,71204,0.243
3,6000,201,11,1.0E-7,51188,0.266
3,6000,201,11,1.0E-6,65302,0.248
3,6000,201,11,9.999999999999999E-6,61978,0.268
